,datetime,weekday,month,nb_logs,perturbations_type,nb_perturbations,line:IDFM:C01727,line:IDFM:C01728,line:IDFM:C01729,line:IDFM:C01742,line:IDFM:C01743
5418,2021-11-18 12:00:00+00:00,3,11,4528,"['Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié', 'Bagage oublié']",10,0,1,0,0,0
5419,2021-11-18 13:00:00+00:00,3,11,4110,[],0,0,1,0,0,0
5420,2021-11-18 14:00:00+00:00,3,11,4146,[],0,0,1,0,0,0
5421,2021-11-18 15:00:00+00:00,3,11,5121,[],0,0,1,0,0,0
5422,2021-11-18 16:00:00+00:00,3,11,6558,[],0,0,1,0,0,0
5423,2021-11-18 17:00:00+00:00,3,11,6544,[],0,0,1,0,0,0
5424,2021-11-18 18:00:00+00:00,3,11,6382,[],0,0,1,0,0,0
5425,2021-11-18 19:00:00+00:00,3,11,5055,[],0,0,1,0,0,0
5426,2021-11-18 20:00:00+00:00,3,11,5352,['Bagage oublié'],1,0,1,0,0,0
5427,2021-11-18 21:00:00+00:00,3,11,5551,['Bagage oublié'],1,0,1,0,0,0
5428,2021-11-18 22:00:00+00:00,3,11,4697,['Bagage oublié'],1,0,1,0,0,0
5429,2021-11-18 23:00:00+00:00,3,11,2914,[],0,0,1,0,0,0
5430,2021-11-18 00:00:00+00:00,3,11,120,[],0,0,0,1,0,0
5431,2021-11-18 00:00:00+00:00,3,11,159,[],0,0,0,1,0,0
5432,2021-11-18 01:00:00+00:00,3,11,62,[],0,0,0,1,0,0
5433,2021-11-18 02:00:00+00:00,3,11,40,[],0,0,0,1,0,0
5434,2021-11-18 03:00:00+00:00,3,11,15,[],0,0,0,1,0,0
5435,2021-11-18 04:00:00+00:00,3,11,217,[],0,0,0,1,0,0
5436,2021-11-18 05:00:00+00:00,3,11,448,[],0,0,0,1,0,0
5437,2021-11-18 06:00:00+00:00,3,11,1176,[],0,0,0,1,0,0
5438,2021-11-18 07:00:00+00:00,3,11,1412,[],0,0,0,1,0,0
5439,2021-11-18 08:00:00+00:00,3,11,1180,[],0,0,0,1,0,0
5440,2021-11-18 09:00:00+00:00,3,11,654,[],0,0,0,1,0,0
5441,2021-11-18 10:00:00+00:00,3,11,671,[],0,0,0,1,0,0
5442,2021-11-18 11:00:00+00:00,3,11,745,[],0,0,0,1,0,0
5443,2021-11-18 12:00:00+00:00,3,11,777,[],0,0,0,1,0,0
5444,2021-11-18 13:00:00+00:00,3,11,599,[],0,0,0,1,0,0
5445,2021-11-18 14:00:00+00:00,3,11,737,[],0,0,0,1,0,0
5446,2021-11-18 15:00:00+00:00,3,11,996,[],0,0,0,1,0,0
5447,2021-11-18 16:00:00+00:00,3,11,1178,[],0,0,0,1,0,0
5448,2021-11-18 17:00:00+00:00,3,11,1420,[],0,0,0,1,0,0
5449,2021-11-18 18:00:00+00:00,3,11,1378,[],0,0,0,1,0,0
5450,2021-11-18 19:00:00+00:00,3,11,1117,[],0,0,0,1,0,0
5451,2021-11-18 20:00:00+00:00,3,11,975,[],0,0,0,1,0,0
5452,2021-11-18 21:00:00+00:00,3,11,1009,[],0,0,0,1,0,0
5453,2021-11-18 22:00:00+00:00,3,11,661,[],0,0,0,1,0,0
5454,2021-11-18 23:00:00+00:00,3,11,512,[],0,0,0,1,0,0
5455,2021-11-18 00:00:00+00:00,3,11,624,[],0,0,0,0,1,0
5456,2021-11-18 00:00:00+00:00,3,11,986,[],0,0,0,0,1,0
5457,2021-11-18 01:00:00+00:00,3,11,602,[],0,0,0,0,1,0
5458,2021-11-18 02:00:00+00:00,3,11,344,[],0,0,0,0,1,0
5459,2021-11-18 03:00:00+00:00,3,11,259,[],0,0,0,0,1,0
5460,2021-11-18 04:00:00+00:00,3,11,669,[],0,0,0,0,1,0
5461,2021-11-18 05:00:00+00:00,3,11,2375,[],0,0,0,0,1,0
5462,2021-11-18 06:00:00+00:00,3,11,5113,"['Signalisation', 'Signalisation']",2,0,0,0,1,0
5463,2021-11-18 07:00:00+00:00,3,11,7593,"['Signalisation', 'Signalisation', 'Signalisation', 'Signalisation']",4,0,0,0,1,0
5464,2021-11-18 08:00:00+00:00,3,11,6580,"['Signalisation', 'Signalisation', 'Signalisation', 'Signalisation', 'Signalisation']",5,0,0,0,1,0
5465,2021-11-18 09:00:00+00:00,3,11,4873,"['Signalisation', 'Signalisation', 'Signalisation']",3,0,0,0,1,0
5466,2021-11-18 10:00:00+00:00,3,11,4408,['Signalisation'],1,0,0,0,1,0
5467,2021-11-18 11:00:00+00:00,3,11,4701,[],0,0,0,0,1,0
5468,2021-11-18 12:00:00+00:00,3,11,4870,['Malveillance'],1,0,0,0,1,0
5469,2021-11-18 13:00:00+00:00,3,11,4309,"['Malveillance', 'Voyageur']",2,0,0,0,1,0
5470,2021-11-18 14:00:00+00:00,3,11,4515,"['Malveillance', 'Voyageur']",2,0,0,0,1,0
5471,2021-11-18 15:00:00+00:00,3,11,5122,['Voyageur'],1,0,0,0,1,0
5472,2021-11-18 16:00:00+00:00,3,11,6220,"['Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique']",6,0,0,0,1,0
5473,2021-11-18 17:00:00+00:00,3,11,11606,"['Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique']",7,0,0,0,1,0
5474,2021-11-18 18:00:00+00:00,3,11,17086,"['Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique']",7,0,0,0,1,0
5475,2021-11-18 19:00:00+00:00,3,11,10982,"['Electrique', 'Electrique', 'Electrique', 'Electrique', 'Electrique', 'Bagage oublié', 'Electrique']",7,0,0,0,1,0
5476,2021-11-18 20:00:00+00:00,3,11,9067,"['Electrique', 'Electrique', 'Bagage oublié']",3,0,0,0,1,0
5477,2021-11-18 21:00:00+00:00,3,11,7247,"['Electrique', 'Electrique', 'Bagage oublié']",3,0,0,0,1,0
5478,2021-11-18 22:00:00+00:00,3,11,5426,[],0,0,0,0,1,0
5479,2021-11-18 23:00:00+00:00,3,11,3516,[],0,0,0,0,1,0
5480,2021-11-18 00:00:00+00:00,3,11,358,['Voyageur'],1,0,0,0,0,1
5481,2021-11-18 00:00:00+00:00,3,11,587,['Voyageur'],1,0,0,0,0,1
5482,2021-11-18 01:00:00+00:00,3,11,324,['Voyageur'],1,0,0,0,0,1
5483,2021-11-18 02:00:00+00:00,3,11,118,[],0,0,0,0,0,1
5484,2021-11-18 03:00:00+00:00,3,11,190,[],0,0,0,0,0,1
5485,2021-11-18 04:00:00+00:00,3,11,502,[],0,0,0,0,0,1
5486,2021-11-18 05:00:00+00:00,3,11,1154,[],0,0,0,0,0,1
5487,2021-11-18 06:00:00+00:00,3,11,3124,[],0,0,0,0,0,1
5488,2021-11-18 07:00:00+00:00,3,11,4231,[],0,0,0,0,0,1
5489,2021-11-18 08:00:00+00:00,3,11,3510,[],0,0,0,0,0,1
5490,2021-11-18 09:00:00+00:00,3,11,2916,[],0,0,0,0,0,1
5491,2021-11-18 10:00:00+00:00,3,11,2886,[],0,0,0,0,0,1
5492,2021-11-18 11:00:00+00:00,3,11,2716,[],0,0,0,0,0,1
5493,2021-11-18 12:00:00+00:00,3,11,2860,[],0,0,0,0,0,1
5494,2021-11-18 13:00:00+00:00,3,11,2684,[],0,0,0,0,0,1
5495,2021-11-18 14:00:00+00:00,3,11,2247,[],0,0,0,0,0,1
5496,2021-11-18 15:00:00+00:00,3,11,3090,[],0,0,0,0,0,1
5497,2021-11-18 16:00:00+00:00,3,11,3720,[],0,0,0,0,0,1
5498,2021-11-18 17:00:00+00:00,3,11,4628,['Voyageur'],1,0,0,0,0,1
5499,2021-11-18 18:00:00+00:00,3,11,3957,"['Voyageur', 'Voyageur']",2,0,0,0,0,1
5500,2021-11-18 19:00:00+00:00,3,11,3428,"['Voyageur', 'Voyageur', 'Bagage oublié']",3,0,0,0,0,1
5501,2021-11-18 20:00:00+00:00,3,11,3211,"['Voyageur', 'Bagage oublié', 'Bagage oublié']",3,0,0,0,0,1
5502,2021-11-18 21:00:00+00:00,3,11,3499,"['Voyageur', 'Bagage oublié', 'Bagage oublié']",3,0,0,0,0,1
5503,2021-11-18 22:00:00+00:00,3,11,3007,"['Bagage oublié', 'Bagage oublié']",2,0,0,0,0,1
5504,2021-11-18 23:00:00+00:00,3,11,2034,['Bagage oublié'],1,0,0,0,0,1
5505,2021-11-17 00:00:00+00:00,2,11,470,[],0,1,0,0,0,0
5506,2021-11-17 00:00:00+00:00,2,11,709,[],0,1,0,0,0,0
5507,2021-11-17 01:00:00+00:00,2,11,381,[],0,1,0,0,0,0
5508,2021-11-17 02:00:00+00:00,2,11,202,[],0,1,0,0,0,0
5509,2021-11-17 03:00:00+00:00,2,11,382,[],0,1,0,0,0,0
5510,2021-11-17 04:00:00+00:00,2,11,565,[],0,1,0,0,0,0
5511,2021-11-17 05:00:00+00:00,2,11,2418,[],0,1,0,0,0,0
5512,2021-11-17 06:00:00+00:00,2,11,5875,[],0,1,0,0,0,0
5513,2021-11-17 07:00:00+00:00,2,11,8117,[],0,1,0,0,0,0
5514,2021-11-17 08:00:00+00:00,2,11,6282,[],0,1,0,0,0,0
5515,2021-11-17 09:00:00+00:00,2,11,4817,[],0,1,0,0,0,0
5516,2021-11-17 10:00:00+00:00,2,11,4115,[],0,1,0,0,0,0
5517,2021-11-17 11:00:00+00:00,2,11,4729,[],0,1,0,0,0,0
5518,2021-11-17 12:00:00+00:00,2,11,5039,[],0,1,0,0,0,0
5519,2021-11-17 13:00:00+00:00,2,11,4230,[],0,1,0,0,0,0
5520,2021-11-17 14:00:00+00:00,2,11,4710,['Personnes sur les voies'],1,1,0,0,0,0
5521,2021-11-17 15:00:00+00:00,2,11,5505,['Personnes sur les voies'],1,1,0,0,0,0
5522,2021-11-17 16:00:00+00:00,2,11,6903,['Train en panne'],1,1,0,0,0,0
5523,2021-11-17 17:00:00+00:00,2,11,8236,"['Train en panne', 'Personnes sur les voies']",2,1,0,0,0,0
5524,2021-11-17 18:00:00+00:00,2,11,6057,"['Train en panne', 'Personnes sur les voies']",2,1,0,0,0,0
5525,2021-11-17 19:00:00+00:00,2,11,4907,['Personnes sur les voies'],1,1,0,0,0,0
5526,2021-11-17 20:00:00+00:00,2,11,4956,['Obstacle voie'],1,1,0,0,0,0
5527,2021-11-17 21:00:00+00:00,2,11,4524,['Obstacle voie'],1,1,0,0,0,0
5528,2021-11-17 22:00:00+00:00,2,11,4250,[],0,1,0,0,0,0
5529,2021-11-17 23:00:00+00:00,2,11,2281,[],0,1,0,0,0,0
5530,2021-11-17 00:00:00+00:00,2,11,572,[],0,0,1,0,0,0
5531,2021-11-17 00:00:00+00:00,2,11,745,[],0,0,1,0,0,0
5532,2021-11-17 01:00:00+00:00,2,11,554,[],0,0,1,0,0,0
5533,2021-11-17 02:00:00+00:00,2,11,370,[],0,0,1,0,0,0
5534,2021-11-17 03:00:00+00:00,2,11,398,[],0,0,1,0,0,0
5535,2021-11-17 04:00:00+00:00,2,11,1155,[],0,0,1,0,0,0
5536,2021-11-17 05:00:00+00:00,2,11,3444,['Train en panne'],1,0,1,0,0,0
5537,2021-11-17 06:00:00+00:00,2,11,7606,"['Train en panne', 'Train en panne']",2,0,1,0,0,0
5538,2021-11-17 07:00:00+00:00,2,11,8471,"['Train en panne', 'Train en panne']",2,0,1,0,0,0
5539,2021-11-17 08:00:00+00:00,2,11,6077,[],0,0,1,0,0,0
5540,2021-11-17 09:00:00+00:00,2,11,4867,[],0,0,1,0,0,0
5541,2021-11-17 10:00:00+00:00,2,11,4725,[],0,0,1,0,0,0
5542,2021-11-17 11:00:00+00:00,2,11,5979,[],0,0,1,0,0,0
5543,2021-11-17 12:00:00+00:00,2,11,5129,[],0,0,1,0,0,0
5544,2021-11-17 13:00:00+00:00,2,11,4601,[],0,0,1,0,0,0
5545,2021-11-17 14:00:00+00:00,2,11,4405,[],0,0,1,0,0,0
5546,2021-11-17 15:00:00+00:00,2,11,5626,[],0,0,1,0,0,0
5547,2021-11-17 16:00:00+00:00,2,11,7485,[],0,0,1,0,0,0
5548,2021-11-17 17:00:00+00:00,2,11,7466,[],0,0,1,0,0,0
5549,2021-11-17 18:00:00+00:00,2,11,5681,[],0,0,1,0,0,0
5550,2021-11-17 19:00:00+00:00,2,11,5159,[],0,0,1,0,0,0
5551,2021-11-17 20:00:00+00:00,2,11,5473,['Management'],1,0,1,0,0,0
5552,2021-11-17 21:00:00+00:00,2,11,5349,['Management'],1,0,1,0,0,0
5553,2021-11-17 22:00:00+00:00,2,11,4684,['Management'],1,0,1,0,0,0
5554,2021-11-17 23:00:00+00:00,2,11,3045,[],0,0,1,0,0,0
5555,2021-11-17 00:00:00+00:00,2,11,126,[],0,0,0,1,0,0
5556,2021-11-17 00:00:00+00:00,2,11,180,[],0,0,0,1,0,0
5557,2021-11-17 01:00:00+00:00,2,11,74,[],0,0,0,1,0,0
5558,2021-11-17 02:00:00+00:00,2,11,19,[],0,0,0,1,0,0
5559,2021-11-17 03:00:00+00:00,2,11,98,[],0,0,0,1,0,0
5560,2021-11-17 04:00:00+00:00,2,11,212,[],0,0,0,1,0,0
5561,2021-11-17 05:00:00+00:00,2,11,1042,[],0,0,0,1,0,0
5562,2021-11-17 06:00:00+00:00,2,11,2172,[],0,0,0,1,0,0
5563,2021-11-17 07:00:00+00:00,2,11,1979,[],0,0,0,1,0,0
5564,2021-11-17 08:00:00+00:00,2,11,1515,[],0,0,0,1,0,0
5565,2021-11-17 09:00:00+00:00,2,11,1033,[],0,0,0,1,0,0
5566,2021-11-17 10:00:00+00:00,2,11,856,[],0,0,0,1,0,0
5567,2021-11-17 11:00:00+00:00,2,11,936,[],0,0,0,1,0,0
5568,2021-11-17 12:00:00+00:00,2,11,1115,[],0,0,0,1,0,0
5569,2021-11-17 13:00:00+00:00,2,11,1013,[],0,0,0,1,0,0
5570,2021-11-17 14:00:00+00:00,2,11,804,[],0,0,0,1,0,0
5571,2021-11-17 15:00:00+00:00,2,11,1146,[],0,0,0,1,0,0
5572,2021-11-17 16:00:00+00:00,2,11,1644,[],0,0,0,1,0,0
5573,2021-11-17 17:00:00+00:00,2,11,2052,[],0,0,0,1,0,0
5574,2021-11-17 18:00:00+00:00,2,11,1138,[],0,0,0,1,0,0
5575,2021-11-17 19:00:00+00:00,2,11,910,[],0,0,0,1,0,0
5576,2021-11-17 20:00:00+00:00,2,11,1202,[],0,0,0,1,0,0
5577,2021-11-17 21:00:00+00:00,2,11,1021,[],0,0,0,1,0,0
5578,2021-11-17 22:00:00+00:00,2,11,777,[],0,0,0,1,0,0
5579,2021-11-17 23:00:00+00:00,2,11,528,[],0,0,0,1,0,0
5580,2021-11-17 00:00:00+00:00,2,11,654,['Voyageur'],1,0,0,0,1,0
5581,2021-11-17 00:00:00+00:00,2,11,884,['Voyageur'],1,0,0,0,1,0
5582,2021-11-17 01:00:00+00:00,2,11,664,[],0,0,0,0,1,0
5583,2021-11-17 02:00:00+00:00,2,11,279,[],0,0,0,0,1,0
5584,2021-11-17 03:00:00+00:00,2,11,244,[],0,0,0,0,1,0
5585,2021-11-17 04:00:00+00:00,2,11,758,[],0,0,0,0,1,0
5586,2021-11-17 05:00:00+00:00,2,11,2091,"['Signalisation', 'Signalisation']",2,0,0,0,1,0
5587,2021-11-17 06:00:00+00:00,2,11,6113,"['Signalisation', 'Signalisation']",2,0,0,0,1,0
5588,2021-11-17 07:00:00+00:00,2,11,7463,"['Signalisation', 'Signalisation']",2,0,0,0,1,0
5589,2021-11-17 08:00:00+00:00,2,11,6178,[],0,0,0,0,1,0
5590,2021-11-17 09:00:00+00:00,2,11,4603,[],0,0,0,0,1,0
5591,2021-11-17 10:00:00+00:00,2,11,4766,[],0,0,0,0,1,0
5592,2021-11-17 11:00:00+00:00,2,11,5434,[],0,0,0,0,1,0
5593,2021-11-17 12:00:00+00:00,2,11,4833,[],0,0,0,0,1,0
5594,2021-11-17 13:00:00+00:00,2,11,4388,[],0,0,0,0,1,0
5595,2021-11-17 14:00:00+00:00,2,11,4240,['Electrique'],1,0,0,0,1,0
5596,2021-11-17 15:00:00+00:00,2,11,5385,['Electrique'],1,0,0,0,1,0
5597,2021-11-17 16:00:00+00:00,2,11,6764,['Electrique'],1,0,0,0,1,0
5598,2021-11-17 17:00:00+00:00,2,11,7437,[],0,0,0,0,1,0
5599,2021-11-17 18:00:00+00:00,2,11,5890,[],0,0,0,0,1,0
5600,2021-11-17 19:00:00+00:00,2,11,5091,[],0,0,0,0,1,0
5601,2021-11-17 20:00:00+00:00,2,11,5450,[],0,0,0,0,1,0
5602,2021-11-17 21:00:00+00:00,2,11,5178,[],0,0,0,0,1,0
5603,2021-11-17 22:00:00+00:00,2,11,4700,[],0,0,0,0,1,0
5604,2021-11-17 23:00:00+00:00,2,11,3358,[],0,0,0,0,1,0
5605,2021-11-17 00:00:00+00:00,2,11,389,[],0,0,0,0,0,1
5606,2021-11-17 00:00:00+00:00,2,11,500,[],0,0,0,0,0,1
5607,2021-11-17 01:00:00+00:00,2,11,302,[],0,0,0,0,0,1
5608,2021-11-17 02:00:00+00:00,2,11,147,[],0,0,0,0,0,1
5609,2021-11-17 03:00:00+00:00,2,11,215,[],0,0,0,0,0,1
5610,2021-11-17 04:00:00+00:00,2,11,609,[],0,0,0,0,0,1
5611,2021-11-17 05:00:00+00:00,2,11,1649,[],0,0,0,0,0,1
5612,2021-11-17 06:00:00+00:00,2,11,4020,[],0,0,0,0,0,1
5613,2021-11-17 07:00:00+00:00,2,11,5089,[],0,0,0,0,0,1
5614,2021-11-17 08:00:00+00:00,2,11,3981,[],0,0,0,0,0,1
5615,2021-11-17 09:00:00+00:00,2,11,2859,[],0,0,0,0,0,1
5616,2021-11-17 10:00:00+00:00,2,11,2969,[],0,0,0,0,0,1
5617,2021-11-17 11:00:00+00:00,2,11,3430,[],0,0,0,0,0,1
5618,2021-11-17 12:00:00+00:00,2,11,3189,[],0,0,0,0,0,1
5619,2021-11-17 13:00:00+00:00,2,11,3128,[],0,0,0,0,0,1
5620,2021-11-17 14:00:00+00:00,2,11,3237,['Signalisation'],1,0,0,0,0,1
5621,2021-11-17 15:00:00+00:00,2,11,3717,"['Signalisation', 'Signalisation']",2,0,0,0,0,1
5622,2021-11-17 16:00:00+00:00,2,11,4646,"['Signalisation', 'Signalisation']",2,0,0,0,0,1
5623,2021-11-17 17:00:00+00:00,2,11,4751,['Signalisation'],1,0,0,0,0,1
5624,2021-11-17 18:00:00+00:00,2,11,3080,['Signalisation'],1,0,0,0,0,1
5625,2021-11-17 19:00:00+00:00,2,11,3100,['Signalisation'],1,0,0,0,0,1
5626,2021-11-17 20:00:00+00:00,2,11,3297,[],0,0,0,0,0,1
5627,2021-11-17 21:00:00+00:00,2,11,2835,[],0,0,0,0,0,1
5628,2021-11-17 22:00:00+00:00,2,11,2837,[],0,0,0,0,0,1
5629,2021-11-17 23:00:00+00:00,2,11,1972,['Voyageur'],1,0,0,0,0,1
5630,2021-11-16 00:00:00+00:00,1,11,483,[],0,1,0,0,0,0
5631,2021-11-16 00:00:00+00:00,1,11,546,[],0,1,0,0,0,0
5632,2021-11-16 01:00:00+00:00,1,11,413,[],0,1,0,0,0,0
5633,2021-11-16 02:00:00+00:00,1,11,430,[],0,1,0,0,0,0
5634,2021-11-16 03:00:00+00:00,1,11,193,[],0,1,0,0,0,0
5635,2021-11-16 04:00:00+00:00,1,11,575,[],0,1,0,0,0,0
5636,2021-11-16 05:00:00+00:00,1,11,1959,['Obstacle voie'],1,1,0,0,0,0
5637,2021-11-16 06:00:00+00:00,1,11,5262,['Obstacle voie'],1,1,0,0,0,0
5638,2021-11-16 07:00:00+00:00,1,11,7376,"['Bagage oublié', 'Bagage oublié', 'Obstacle voie']",3,1,0,0,0,0
5639,2021-11-16 08:00:00+00:00,1,11,6251,"['Bagage oublié', 'Bagage oublié', 'Obstacle voie']",3,1,0,0,0,0
5640,2021-11-16 09:00:00+00:00,1,11,4001,"['Bagage oublié', 'Bagage oublié']",2,1,0,0,0,0
5641,2021-11-16 10:00:00+00:00,1,11,3366,[],0,1,0,0,0,0
5642,2021-11-16 11:00:00+00:00,1,11,4139,[],0,1,0,0,0,0
5643,2021-11-16 12:00:00+00:00,1,11,3893,[],0,1,0,0,0,0
5644,2021-11-16 13:00:00+00:00,1,11,3685,['Bagage oublié'],1,1,0,0,0,0
5645,2021-11-16 14:00:00+00:00,1,11,3813,['Bagage oublié'],1,1,0,0,0,0
5646,2021-11-16 15:00:00+00:00,1,11,5048,['Bagage oublié'],1,1,0,0,0,0
5647,2021-11-16 16:00:00+00:00,1,11,6799,"['Obstacle voie', 'Obstacle voie']",2,1,0,0,0,0
5648,2021-11-16 17:00:00+00:00,1,11,9196,"['Obstacle voie', 'Obstacle voie', 'Obstacle voie']",3,1,0,0,0,0
5649,2021-11-16 18:00:00+00:00,1,11,7488,"['Obstacle voie', 'Obstacle voie', 'Obstacle voie']",3,1,0,0,0,0
5650,2021-11-16 19:00:00+00:00,1,11,5462,"['Obstacle voie', 'Obstacle voie', 'Obstacle voie']",3,1,0,0,0,0
5651,2021-11-16 20:00:00+00:00,1,11,5077,[],0,1,0,0,0,0
5652,2021-11-16 21:00:00+00:00,1,11,4960,[],0,1,0,0,0,0
5653,2021-11-16 22:00:00+00:00,1,11,4774,[],0,1,0,0,0,0
5654,2021-11-16 23:00:00+00:00,1,11,2446,[],0,1,0,0,0,0
5655,2021-11-16 00:00:00+00:00,1,11,344,[],0,0,1,0,0,0
5656,2021-11-16 00:00:00+00:00,1,11,582,[],0,0,1,0,0,0
5657,2021-11-16 01:00:00+00:00,1,11,496,[],0,0,1,0,0,0
5658,2021-11-16 02:00:00+00:00,1,11,331,[],0,0,1,0,0,0
5659,2021-11-16 03:00:00+00:00,1,11,246,[],0,0,1,0,0,0
5660,2021-11-16 04:00:00+00:00,1,11,617,[],0,0,1,0,0,0
5661,2021-11-16 05:00:00+00:00,1,11,1930,[],0,0,1,0,0,0
5662,2021-11-16 06:00:00+00:00,1,11,4579,[],0,0,1,0,0,0
5663,2021-11-16 07:00:00+00:00,1,11,7354,"['Personnes sur les voies', 'Personnes sur les voies', 'Personnes sur les voies']",3,0,1,0,0,0
5664,2021-11-16 08:00:00+00:00,1,11,5154,"['Personnes sur les voies', 'Personnes sur les voies', 'Personnes sur les voies']",3,0,1,0,0,0
5665,2021-11-16 09:00:00+00:00,1,11,3531,"['Personnes sur les voies', 'Personnes sur les voies', 'Personnes sur les voies']",3,0,1,0,0,0
5666,2021-11-16 10:00:00+00:00,1,11,4216,['Personnes sur les voies'],1,0,1,0,0,0
5667,2021-11-16 11:00:00+00:00,1,11,3904,[],0,0,1,0,0,0
5668,2021-11-16 12:00:00+00:00,1,11,4402,[],0,0,1,0,0,0
5669,2021-11-16 13:00:00+00:00,1,11,3729,[],0,0,1,0,0,0
5670,2021-11-16 14:00:00+00:00,1,11,3923,[],0,0,1,0,0,0
5671,2021-11-16 15:00:00+00:00,1,11,4862,[],0,0,1,0,0,0
5672,2021-11-16 16:00:00+00:00,1,11,6872,[],0,0,1,0,0,0
5673,2021-11-16 17:00:00+00:00,1,11,8446,['Malveillance'],1,0,1,0,0,0
5674,2021-11-16 18:00:00+00:00,1,11,7168,"['Malveillance', 'Malveillance']",2,0,1,0,0,0
5675,2021-11-16 19:00:00+00:00,1,11,6730,"['Malveillance', 'Malveillance']",2,0,1,0,0,0
5676,2021-11-16 20:00:00+00:00,1,11,5550,"['Malveillance', 'Malveillance']",2,0,1,0,0,0
5677,2021-11-16 21:00:00+00:00,1,11,5888,[],0,0,1,0,0,0
5678,2021-11-16 22:00:00+00:00,1,11,5797,[],0,0,1,0,0,0
5679,2021-11-16 23:00:00+00:00,1,11,2966,[],0,0,1,0,0,0
5680,2021-11-16 00:00:00+00:00,1,11,80,[],0,0,0,1,0,0
5681,2021-11-16 00:00:00+00:00,1,11,67,[],0,0,0,1,0,0
5682,2021-11-16 01:00:00+00:00,1,11,42,[],0,0,0,1,0,0
5683,2021-11-16 02:00:00+00:00,1,11,21,[],0,0,0,1,0,0
5684,2021-11-16 03:00:00+00:00,1,11,41,[],0,0,0,1,0,0
5685,2021-11-16 04:00:00+00:00,1,11,162,['Train en panne'],1,0,0,1,0,0
5686,2021-11-16 05:00:00+00:00,1,11,731,['Train en panne'],1,0,0,1,0,0
5687,2021-11-16 06:00:00+00:00,1,11,1683,"['Obstacle voie', 'Obstacle voie', 'Train en panne']",3,0,0,1,0,0
5688,2021-11-16 07:00:00+00:00,1,11,2888,"['Obstacle voie', 'Obstacle voie']",2,0,0,1,0,0
5689,2021-11-16 08:00:00+00:00,1,11,1297,"['Obstacle voie', 'Obstacle voie']",2,0,0,1,0,0
5690,2021-11-16 09:00:00+00:00,1,11,853,"['Obstacle voie', 'Obstacle voie']",2,0,0,1,0,0
5691,2021-11-16 10:00:00+00:00,1,11,935,[],0,0,0,1,0,0
5692,2021-11-16 11:00:00+00:00,1,11,841,[],0,0,0,1,0,0
5693,2021-11-16 12:00:00+00:00,1,11,912,[],0,0,0,1,0,0
5694,2021-11-16 13:00:00+00:00,1,11,743,[],0,0,0,1,0,0
5695,2021-11-16 14:00:00+00:00,1,11,920,[],0,0,0,1,0,0
5696,2021-11-16 15:00:00+00:00,1,11,1175,[],0,0,0,1,0,0
5697,2021-11-16 16:00:00+00:00,1,11,2005,[],0,0,0,1,0,0
5698,2021-11-16 17:00:00+00:00,1,11,2113,[],0,0,0,1,0,0
5699,2021-11-16 18:00:00+00:00,1,11,1482,[],0,0,0,1,0,0
5700,2021-11-16 19:00:00+00:00,1,11,1419,[],0,0,0,1,0,0
5701,2021-11-16 20:00:00+00:00,1,11,1860,[],0,0,0,1,0,0
5702,2021-11-16 21:00:00+00:00,1,11,1461,[],0,0,0,1,0,0
5703,2021-11-16 22:00:00+00:00,1,11,1107,[],0,0,0,1,0,0
5704,2021-11-16 23:00:00+00:00,1,11,642,[],0,0,0,1,0,0
5705,2021-11-16 00:00:00+00:00,1,11,520,[],0,0,0,0,1,0
5706,2021-11-16 00:00:00+00:00,1,11,739,[],0,0,0,0,1,0
5707,2021-11-16 01:00:00+00:00,1,11,635,[],0,0,0,0,1,0
5708,2021-11-16 02:00:00+00:00,1,11,254,[],0,0,0,0,1,0
5709,2021-11-16 03:00:00+00:00,1,11,223,[],0,0,0,0,1,0
5710,2021-11-16 04:00:00+00:00,1,11,456,[],0,0,0,0,1,0
5711,2021-11-16 05:00:00+00:00,1,11,1620,[],0,0,0,0,1,0
5712,2021-11-16 06:00:00+00:00,1,11,4519,[],0,0,0,0,1,0
5713,2021-11-16 07:00:00+00:00,1,11,7150,[],0,0,0,0,1,0
5714,2021-11-16 08:00:00+00:00,1,11,5974,[],0,0,0,0,1,0
5715,2021-11-16 09:00:00+00:00,1,11,4131,[],0,0,0,0,1,0
5716,2021-11-16 10:00:00+00:00,1,11,4293,[],0,0,0,0,1,0
5717,2021-11-16 11:00:00+00:00,1,11,4198,[],0,0,0,0,1,0
5718,2021-11-16 12:00:00+00:00,1,11,4344,[],0,0,0,0,1,0
5719,2021-11-16 13:00:00+00:00,1,11,4081,[],0,0,0,0,1,0
5720,2021-11-16 14:00:00+00:00,1,11,4187,[],0,0,0,0,1,0
5721,2021-11-16 15:00:00+00:00,1,11,5075,[],0,0,0,0,1,0
5722,2021-11-16 16:00:00+00:00,1,11,6326,[],0,0,0,0,1,0
5723,2021-11-16 17:00:00+00:00,1,11,7079,[],0,0,0,0,1,0
5724,2021-11-16 18:00:00+00:00,1,11,5817,[],0,0,0,0,1,0
